Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,Male,City,Country,Timestamp,Clicked on Ad
79.81,35,51847.26,253.17,Realigned global initiative,0,Yunfu,China,13/05/2020 14:12,0
66.17,26,63580.22,228.7,Business-focused maximized complexity,0,Huangshan,China,02/05/2020 00:01,0
58.21,36,47575.44,105.94,Open-source global strategy,0,Huazhou,China,07/02/2020 17:06,1
66.12,47,39031.89,113.8,Stand-alone motivating moratorium,0,Shiraz,Iran,15/02/2020 07:27,1
80.47,42,70505.06,215.18,Grass-roots multimedia policy,1,Leon de los Aldama,Mexico,21/02/2020 05:23,0
77.05,30,62161.26,236.64,Upgradable local migration,0,Pizhou,China,20/03/2020 22:27,0
49.99,40,61068.26,121.07,Profound bottom-line standardization,0,Palembang,Indonesia,24/03/2020 09:34,1
80.3,56,49090.51,173.43,Managed client-server access,0,Kharkiv,Ukraine,04/04/2020 20:01,1
79.36,34,62330.75,234.72,Cross-platform directional intranet,1,Kawanakajima,Japan,02/01/2020 04:50,0
57.86,30,18819.34,166.86,Horizontal modular success,0,Lianjiang,China,08/07/2020 17:14,1
70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,1,Chizhou,China,28/03/2020 19:48,0
84.53,35,61922.06,215.18,Optional multi-state hardware,1,Leizhou,China,11/07/2020 09:32,0
59.13,43,49525.37,106.04,Upgradable heuristic system engine,1,Guyuan,China,09/06/2020 17:11,1
81.51,41,53412.32,250.03,Future-proofed modular utilization,0,Rui'an,China,19/05/2020 09:30,0
42.94,37,56681.65,130.4,Synergistic dynamic orchestration,1,Birstall,United Kingdom,12/04/2020 12:35,1
84.81,30,43299.63,233.93,Multi-layered stable encoding,1,Muscat,Oman,04/07/2020 23:17,0
82.79,32,47997.75,132.08,Team-oriented zero-defect initiative,0,Hebi,China,01/02/2020 00:52,1
59.22,54,39131.53,126.39,Polarized 5thgeneration matrix,1,Jingling,China,13/01/2020 02:39,1
35,40,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,1,Bronx,United States,18/06/2020 16:02,1
46.61,42,65856.74,136.18,Progressive intermediate throughput,0,The Hague,Netherlands,01/01/2020 20:17,1
63.26,27,54787.37,120.46,Customizable holistic archive,1,Owerri,Nigeria,02/03/2020 04:02,1
79.16,31,69562.46,202.9,Compatible intermediate concept,1,Sharjah,United Arab Emirates,30/03/2020 20:23,0
67.94,41,68447.17,128.16,Assimilated next generation firmware,0,Faridabad,India,01/05/2020 00:23,1
79.91,31,62772.42,230.18,Total zero administration software,1,Ulaanbaatar,Mongolia,17/06/2020 03:02,0
66.14,39,78092.95,165.27,Re-engineered impactful software,0,Goiania,Brazil,23/03/2020 08:52,0
43.65,41,63649.04,138.87,Business-focused background synergy,0,Belem,Brazil,08/05/2020 22:24,1
59.61,22,60637.62,198.45,Future-proofed coherent budgetary management,1,Kayseri,Turkey,06/04/2020 05:55,0
46.61,51,27241.11,156.99,Ergonomic methodical encoding,0,Yueqing,China,05/04/2020 05:54,1
89.37,33,42760.22,162.03,Compatible dedicated productivity,1,Belgrade,Serbia,16/04/2020 12:26,0
65.1,47,59457.52,118.1,Up-sized real-time methodology,1,Pingdu,China,01/06/2020 03:44,1
53.44,43,42907.89,108.17,Up-sized next generation architecture,1,Aurangabad,India,04/04/2020 22:00,1
79.53,52,46132.18,244.91,Managed 6thgeneration hierarchy,0,Yutan,China,26/06/2020 04:22,0
91.43,39,46964.11,209.91,Organic motivating model,1,Wenling,China,07/07/2020 03:55,0
73.57,28,70377.23,212.38,Pre-emptive transitional protocol,0,Islamabad,Pakistan,20/03/2020 08:22,0
78.76,34,70012.83,208.02,Managed attitude-oriented Internet solution,1,Milwaukee,United States,20/04/2020 10:04,0
76.49,22,56457.01,181.11,Public-key asynchronous matrix,0,Milan,Italy,25/03/2020 05:05,0
61.72,24,67279.06,218.49,Grass-roots systematic hardware,0,Sofia,Bulgaria,14/02/2020 07:15,0
84.53,34,54773.99,236.29,User-centric composite contingency,0,Adelaide,Australia,26/03/2020 00:32,0
72.03,36,70783.94,230.95,Up-sized bi-directional infrastructure,1,Samsun,Turkey,05/07/2020 22:33,0
77.47,34,70510.59,222.91,Assimilated actuating policy,1,Rajkot,India,14/03/2020 03:29,0
75.65,41,64021.55,247.9,Organized upward-trending contingency,1,Khulna,Bangladesh,30/05/2020 02:34,0
78.15,35,72042.85,194.37,Ergonomic neutral portal,0,Cordoba,Argentina,07/03/2020 22:32,0
63.8,40,36037.33,108.7,Adaptive demand-driven knowledgebase,1,Guarulhos,Brazil,19/03/2020 00:27,1
76.59,27,67526.92,211.64,Reverse-engineered maximized focus group,0,Juarez,Mexico,18/06/2020 05:17,0
42.6,57,55121.65,168.29,Switchable analyzing encryption,0,Prague,Czechia,11/07/2020 18:12,1
78.77,27,63497.62,211.83,Public-key intangible Graphical User Interface,0,Montevideo,Uruguay,01/01/2020 08:27,0
83.4,39,60879.48,235.01,Advanced local task-force,0,Mbuji-Mayi,Congo (Kinshasa),07/04/2020 01:57,0
79.53,33,61467.33,236.72,Profound well-modulated array,0,Fuqing,China,28/02/2020 22:02,0
73.89,34,70495.64,229.99,Multi-channeled asymmetric installation,1,Xintai,China,26/06/2020 17:25,0
75.8,38,71222.4,224.9,Multi-layered fresh-thinking neural-net,0,Doha,Qatar,21/01/2020 04:30,0
81.95,30,64698.58,208.76,Distributed cohesive migration,1,Saitama,Japan,01/05/2020 21:46,0
56.39,57,32252.38,154.23,Programmable uniform website,0,Hiroshima,Japan,14/02/2020 10:06,1
44.73,36,55316.97,127.56,Object-based neutral policy,1,Meerut,India,27/01/2020 18:25,1
38.35,35,47447.89,145.48,Horizontal global leverage,1,Yushu,China,16/06/2020 20:24,1
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,0,Rongcheng,China,21/07/2020 10:01,0
56.2,50,53549.94,114.85,Adaptive uniform capability,1,Yangquan,China,21/04/2020 18:31,1
79.67,26,58576.12,226.79,Total grid-enabled application,0,Haicheng,China,20/07/2020 01:56,0
75.42,24,63373.7,164.25,Optional regional throughput,1,Gaozhou,China,26/02/2020 17:14,0
78.64,29,60283.47,235.28,Integrated client-server definition,1,Yingtan,China,16/01/2020 17:56,0
67.69,42,37345.34,109.22,Fundamental methodical support,0,Huaiyin,China,01/04/2020 01:57,1
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,1,Wuzhong,China,24/06/2020 08:42,1
59.52,42,67511.86,251.08,Managed 5thgeneration time-frame,1,Jabalpur,India,27/05/2020 18:45,0
62.26,36,77988.71,166.19,Vision-oriented uniform knowledgebase,0,Thane,India,26/05/2020 15:40,0
64.75,38,63001.03,117.66,Multi-tiered stable leverage,0,Zhangye,China,06/04/2020 01:19,1
79.97,27,61747.98,185.45,Down-sized explicit budgetary management,1,Rucheng,China,08/01/2020 19:38,0
47.9,43,48467.68,114.53,Cross-group human-resource time-frame,0,Nizhniy Novgorod,Russia,24/02/2020 19:08,1
80.38,32,55130.96,238.06,Business-focused holistic benchmark,0,Comayaguela,Honduras,10/03/2020 07:07,0
64.51,44,79484.8,190.71,Virtual 5thgeneration neural-net,1,Yangshe,China,29/04/2020 07:49,0
71.28,37,67307.43,246.72,Distributed scalable orchestration,1,Shaoyang,China,10/04/2020 16:08,0
50.32,40,27964.6,125.65,Realigned intangible benchmark,0,Dhanbad,India,27/04/2020 18:25,1
72.76,33,66431.87,240.63,Virtual impactful algorithm,1,Yichun,China,10/05/2020 04:28,0
72.8,33,63551.67,249.54,Public-key solution-oriented focus group,0,Laiwu,China,03/01/2020 23:21,0
74.59,23,40135.06,158.35,Phased clear-thinking encoding,1,Kazan,Russia,15/02/2020 16:52,1
46.66,43,49101.67,118.16,Grass-roots mission-critical emulation,0,Dayan,China,09/03/2020 02:07,1
48.86,56,53188.69,134.46,Proactive encompassing paradigm,0,Suwon,"Korea, South",09/01/2020 17:33,1
37.05,40,49742.83,142.81,Automated object-oriented firmware,1,Jiangyin,China,03/02/2020 05:47,1
81.21,34,63394.41,233.04,User-friendly content-based customer loyalty,0,Yongcheng,China,02/01/2020 09:30,0
66.89,24,64433.99,208.24,Universal incremental array,1,Calgary,Canada,04/01/2020 07:28,0
68.11,40,73884.48,231.21,Reactive national success,0,Can Tho,Vietnam,07/01/2020 21:21,0
69.15,45,36424.94,112.72,Automated multi-state toolset,0,Abuja,Nigeria,24/07/2020 00:22,1
65.72,37,28275.48,120.12,Managed didactic flexibility,0,Yiwu,China,13/02/2020 13:57,1
40.04,26,48098.86,161.58,Cross-platform neutral system engine,0,Mandalay,Burma,08/05/2020 10:25,1
68.6,35,68448.94,135.08,Focused high-level frame,0,Beidao,China,17/02/2020 18:50,1
56.16,24,66429.84,164.25,Seamless motivating approach,1,Al Basrah,Iraq,22/01/2020 19:43,1
78.6,46,41768.13,254.59,Enhanced systematic adapter,1,Shuangshui,China,20/07/2020 13:21,0
78.29,38,57844.96,252.07,Networked regional Local Area Network,0,Sevilla,Spain,05/01/2020 20:58,0
43.83,45,35684.82,129.01,Total human-resource flexibility,0,Vila Velha,Brazil,29/01/2020 05:39,1
77.31,31,62792.43,238.1,Assimilated homogeneous service-desk,0,Allahabad,India,17/06/2020 20:18,0
39.86,27,51171.23,161.24,Ergonomic zero tolerance encoding,0,Varanasi,India,23/02/2020 13:55,1
66.77,27,58847.07,141.13,Cross-platform zero-defect structure,0,Tunis,Tunisia,09/07/2020 11:18,1
57.2,41,57739.03,110.66,Innovative maximized groupware,0,Chelyabinsk,Russia,19/03/2020 11:09,1
73.15,23,64631.22,211.12,Face-to-face executive encryption,1,Mombasa,Kenya,29/01/2020 07:14,0
82.07,26,50337.93,193.97,Monitored local Internet solution,0,Providence,United States,14/06/2020 07:02,0
49.84,38,67781.31,135.24,Phased hybrid superstructure,1,Qom,Iran,18/05/2020 03:19,1
43.97,35,68863.95,156.97,User-friendly grid-enabled analyzer,1,Maiduguri,Nigeria,30/01/2020 09:54,1
77.25,28,55901.12,231.38,Pre-emptive neutral contingency,1,Maputo,Mozambique,25/04/2020 16:58,0
74.84,38,64775.1,246.44,User-friendly impactful time-frame,1,Rosario,Argentina,14/01/2020 16:30,0
83.53,38,67686.16,204.56,Customizable methodical Graphical User Interface,0,Benin City,Nigeria,06/07/2020 05:34,0
38.63,49,57777.11,222.11,Cross-platform logistical pricing structure,0,Xinyu,China,07/04/2020 10:51,1
84,48,46868.53,136.21,Inverse discrete extranet,1,Ahvaz,Iran,17/04/2020 05:08,1
52.13,50,40926.93,118.27,Open-source even-keeled database,1,Dublin,Ireland,28/01/2020 17:03,1
71.83,40,22205.74,135.48,Diverse background ability,1,Jacksonville,United States,18/02/2020 22:42,1
78.36,25,58920.44,196.77,Multi-tiered foreground Graphic Interface,1,Medina,Saudi Arabia,24/06/2020 21:09,0
50.18,33,63006.14,127.82,Customizable hybrid system engine,1,Srinagar,India,20/06/2020 04:24,1
64.67,51,24316.61,138.35,Horizontal incremental website,1,Omsk,Russia,14/02/2020 16:33,1
69.5,25,68348.99,203.84,Front-line systemic capability,0,Huazhou,China,27/02/2020 13:51,0
65.22,28,66263.37,240.09,Fully-configurable foreground solution,1,Cilacap,Indonesia,07/05/2020 15:16,0
62.06,38,63493.6,116.27,Digitized radical array,1,Xiantao,China,16/03/2020 20:10,1
84.29,30,56984.09,160.33,Team-oriented transitional methodology,1,Bandar Lampung,Indonesia,26/06/2020 02:06,1
32.91,39,51691.55,181.02,Future-proofed fresh-thinking conglomeration,0,Samara,Russia,17/07/2020 14:26,1
39.5,29,49911.25,148.19,Operative multi-tasking Graphic Interface,1,Guankou,China,28/01/2020 16:42,1
75.19,31,33502.57,245.76,Implemented discrete frame,1,Ulsan,"Korea, South",16/06/2020 18:04,0
76.21,31,65834.97,228.94,Ameliorated exuding encryption,1,Dingzhou,China,19/06/2020 23:21,0
67.76,32,66176.97,242.59,Programmable high-level benchmark,0,Campinas,Brazil,24/05/2020 17:42,0
40.01,54,51463.17,161.77,Sharable multimedia conglomeration,0,Lianyuan,China,01/03/2020 22:06,1
52.7,43,41059.64,109.34,Team-oriented high-level orchestration,1,Rongcheng,China,31/01/2020 08:50,1
68.41,37,61428.18,259.76,Grass-roots empowering paradigm,0,Kaiyuan,China,30/04/2020 15:27,0
35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,0,Nay Pyi Taw,Burma,13/01/2020 20:38,1
74.54,25,57518.73,219.75,Switchable secondary ability,0,Dakar,Senegal,30/03/2020 16:15,0
81.75,22,52656.13,190.08,Open-architected web-enabled benchmark,1,Zhuji,China,29/04/2020 18:53,0
87.85,29,52178.98,210.27,Compatible scalable emulation,1,Zapopan,Mexico,14/06/2020 19:48,0
60.23,59,46239.14,151.54,Seamless optimal contingency,1,Leiyang,China,15/07/2020 15:43,1
87.97,36,48918.55,149.25,Secured secondary superstructure,1,Dadukou,China,24/03/2020 05:38,0
78.17,26,65227.79,192.27,Automated mobile model,1,Quetta,Pakistan,26/04/2020 20:57,0
67.91,24,55002.05,146.8,Re-engineered non-volatile neural-net,1,Amritsar,India,12/01/2020 03:28,1
85.77,29,52261.73,191.78,Implemented disintermediate attitude,1,Callao,Peru,09/04/2020 23:26,0
41.16,50,59448.44,150.83,Configurable interactive contingency,1,Aligarh,India,28/03/2020 09:15,1
53.54,39,47314.45,108.03,Optimized systemic capability,0,Yingchuan,China,23/06/2020 11:05,1
73.94,28,55411.06,236.15,Front-line non-volatile implementation,1,Tegucigalpa,Honduras,24/01/2020 01:53,0
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,1,Ciudad Nezahualcoyotl,Mexico,15/04/2020 10:18,0
84.59,38,47169.14,241.8,Integrated grid-enabled budgetary management,1,Tripoli,Libya,26/04/2020 13:13,0
70.13,30,70889.68,224.98,Profit-focused systemic support,0,Rostov,Russia,16/05/2020 23:21,0
40.19,38,55358.88,136.99,Right-sized system-worthy project,0,Nezahualcoyotl,Mexico,18/01/2020 02:51,1
58.95,53,56242.7,131.29,Proactive actuating Graphical User Interface,1,Bhiwandi,India,20/06/2020 08:34,1
35.76,53,45522.44,195.07,Versatile optimizing projection,0,Zhoushan,China,18/07/2020 04:53,1
59.36,51,46931.03,110.84,Universal multi-state system engine,0,Tbilisi,Georgia,01/07/2020 01:12,1
91.1,42,55499.69,198.13,Secured intermediate approach,1,Ufa,Russia,07/03/2020 22:51,0
61.04,41,75805.12,149.21,Operative didactic Local Area Network,0,Fes,Morocco,02/05/2020 15:31,1
74.06,22,40345.49,225.99,Phased content-based middleware,0,Bien Hoa,Vietnam,23/07/2020 06:18,0
64.63,45,15598.29,158.8,Triple-buffered high-level Internet solution,1,Mexicali,Mexico,12/06/2020 03:11,1
81.29,26,33239.2,219.72,Synergized well-modulated Graphical User Interface,0,Gwalior,India,15/02/2020 20:41,0
76.07,37,68033.54,235.56,Implemented bottom-line implementation,0,Ankang,China,23/01/2020 01:42,0
75.92,23,38427.66,182.65,Monitored context-sensitive initiative,0,Ikare,Nigeria,26/02/2020 01:18,0
78.35,47,53185.34,253.48,Pre-emptive client-server open system,0,Hegang,China,11/01/2020 02:07,0
46.14,29,39723.97,137.97,Seamless bandwidth-monitored knowledge user,1,Salt Lake City,United States,04/04/2020 13:56,1
44.33,39,43386.07,120.63,Ergonomic empowering frame,0,Bhilai,India,14/01/2020 09:27,1
46.43,29,53922.43,137.2,Reverse-engineered background Graphic Interface,1,Yuyao,China,25/04/2020 03:18,1
66.04,29,71881.84,199.76,Synergistic non-volatile analyzer,0,N'Djamena,Chad,05/03/2020 23:02,0
84.31,29,47139.21,225.87,Object-based optimal solution,0,Hanchuan,China,06/01/2020 21:43,0
83.66,40,68877.02,175.14,Profound dynamic attitude,0,Gongzhuling,China,18/02/2020 03:58,0
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,1,Copenhagen,Denmark,16/04/2020 14:15,0
85.26,31,55424.24,224.07,Reverse-engineered dynamic function,1,Irbid,Jordan,24/02/2020 06:18,0
86.53,45,46500.11,233.36,Networked responsive application,0,Haora,India,29/06/2020 01:19,0
76.44,28,58820.16,224.2,Distributed intangible database,1,Cologne,Germany,05/01/2020 06:34,0
52.84,43,28495.21,122.31,Multi-tiered mobile encoding,0,Krasnoyarsk,Russia,16/07/2020 10:14,1
85.24,31,61840.26,182.84,Optional contextually-based flexibility,1,Yicheng,China,17/06/2020 03:23,0
74.71,45,37908.29,258.06,Proactive local focus group,1,Mizhou,China,13/06/2020 11:06,0
82.95,39,69805.7,201.29,Customer-focused impactful success,0,Nashville,United States,05/04/2020 08:18,0
76.42,28,60315.19,223.16,Open-source optimizing parallelism,1,Yerevan,Armenia,17/04/2020 18:38,0
42.04,49,67323,182.11,Organic logistical adapter,0,Ranchi,India,03/02/2020 16:54,1
46.28,25,50055.33,228.78,Stand-alone eco-centric system engine,1,Nur-Sultan,Kazakhstan,18/04/2020 21:07,1
48.26,48,43573.66,122.45,User-centric intermediate knowledge user,1,Nouakchott,Mauritania,18/06/2020 22:31,1
71.03,57,28186.65,150.77,Programmable didactic capacity,0,Vereeniging,South Africa,12/03/2020 07:18,1
81.37,32,66412.04,215.04,Enhanced regional conglomeration,0,Richmond,United States,15/01/2020 01:20,0
58.05,31,15879.1,195.54,Total asynchronous architecture,1,Sao Luis,Brazil,12/02/2020 10:39,1
75,27,63965.16,230.36,Secured upward-trending benchmark,1,San Pedro Sula,Honduras,16/02/2020 02:29,0
79.61,31,58342.63,235.97,Customizable value-added project,0,Taixing,China,04/04/2020 21:23,0
52.56,29,33147.19,250.36,Integrated interactive support,1,Memphis,United States,24/04/2020 01:48,1
62.18,32,65899.68,126.44,Reactive impactful challenge,0,Goyang,"Korea, South",20/05/2020 00:00,1
77.89,25,64188.5,201.54,Switchable multi-state success,0,Bezwada,India,15/05/2020 03:10,0
66.08,59,58966.22,184.23,Synchronized multi-tasking ability,1,Edmonton,Canada,07/01/2020 23:02,1
89.21,32,44078.24,210.53,Fundamental clear-thinking knowledgebase,0,Xishan,China,19/07/2020 12:05,0
49.96,57,60968.62,151.94,Multi-layered user-facing parallelism,1,Barquisimeto,Venezuela,04/04/2020 00:02,1
77.44,26,65620.25,210.39,Front-line incremental access,0,Sendai,Japan,10/06/2020 04:21,0
82.58,36,65496.78,225.23,Open-architected zero administration secured line,1,Voronezh,Russia,11/03/2020 14:50,0
39.36,31,52462.04,161.79,Mandatory disintermediate info-mediaries,1,Perm,Russia,14/01/2020 20:58,1
47.23,40,70582.55,149.8,Implemented context-sensitive Local Area Network,1,Changwon,"Korea, South",22/06/2020 05:22,1
87.85,33,51816.27,153.01,Digitized interactive initiative,0,Zhongwei,China,19/03/2020 08:00,0
65.57,48,23410.75,130.86,Implemented asynchronous application,0,Shouguang,China,15/04/2020 15:07,1
78.01,26,62729.4,200.71,Focused multi-state workforce,1,Bogor,Indonesia,28/03/2020 02:29,0
44.15,29,48867.67,141.96,Proactive secondary monitoring,1,Raleigh,United States,22/01/2020 15:03,1
43.57,37,50971.73,125.2,Front-line upward-trending groupware,1,Cartagena,Colombia,25/06/2020 17:33,1
76.83,26,67990.84,192.81,Quality-focused 5thgeneration orchestration,0,Chandigarh,India,04/03/2020 14:33,0
42.06,34,43241.19,131.55,Multi-layered secondary software,0,Bishkek,Kyrgyzstan,29/06/2020 02:48,1
76.27,29,60082.66,226.69,Total coherent superstructure,1,Amsterdam,Netherlands,18/06/2020 01:42,0
74.27,35,65180.97,247.05,Monitored executive architecture,1,Matola,Mozambique,31/01/2020 09:57,0
73.27,27,67301.39,216.24,Front-line multi-state hub,1,Ogbomoso,Nigeria,22/05/2020 15:17,0
74.58,35,70701.31,230.52,Configurable mission-critical algorithm,0,Ashgabat,Turkmenistan,22/07/2020 11:05,0
77.5,26,60997.84,225.34,Face-to-face responsive alliance,1,E'zhou,China,13/07/2020 14:05,0
87.16,32,60805.93,197.15,Reduced holistic help-desk,0,Maceio,Brazil,11/02/2020 11:50,0
87.16,36,50711.68,231.95,Pre-emptive content-based frame,1,Niamey,Niger,16/03/2020 20:33,0
66.26,47,14548.06,179.04,Optional full-range projection,1,Managua,Nicaragua,25/04/2020 19:31,1
65.15,27,41335.84,117.3,Expanded value-added emulation,0,Patam,Indonesia,14/07/2020 22:43,1
68.25,34,76480.16,198.86,Organic well-modulated database,1,Tekirdag,Turkey,30/05/2020 08:02,0
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,0,Linhai,China,14/02/2020 11:36,0
39.19,53,52581.16,173.05,Stand-alone empowering benchmark,0,Shubra al Khaymah,Egypt,23/01/2020 21:15,1
80.15,26,55195.61,214.49,Monitored intermediate circuit,0,Monrovia,Liberia,18/07/2020 02:51,0
86.76,27,48679.54,189.91,Object-based leadingedge complexity,0,Wafangdian,China,10/02/2020 08:21,0
73.88,28,63109.74,233.61,Digitized zero-defect implementation,0,Zhongxiang,China,04/01/2020 06:37,0
58.6,17,44490.09,197.93,Configurable impactful firmware,1,Shymkent,Kazakhstan,05/06/2020 21:38,0
69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,0,New Orleans,United States,01/06/2020 03:17,1
87.27,31,51824.01,204.27,Fully-configurable 5thgeneration circuit,1,Volgograd,Russia,06/03/2020 06:51,1
77.65,26,66198.66,208.01,Configurable impactful capacity,0,Port-au-Prince,Haiti,26/02/2020 19:35,0
76.02,40,73174.19,219.55,Distributed leadingedge orchestration,0,Mysore,India,13/07/2020 14:30,0
78.84,27,56593.8,217.66,Persistent even-keeled application,1,Odesa,Ukraine,29/06/2020 07:20,0
71.33,25,31072.44,169.4,Optimized attitude-oriented initiative,0,Kathmandu,Nepal,15/03/2020 06:54,1
81.9,40,66773.83,225.47,Multi-channeled 3rdgeneration model,0,Raipur,India,11/06/2020 06:47,0
46.89,46,72553.94,176.78,Polarized mission-critical structure,1,Nice,France,17/07/2020 13:22,1
77.8,57,43708.88,152.94,Virtual executive implementation,0,Arequipa,Peru,14/02/2020 14:38,1
45.44,44,48453.55,119.27,Enhanced intermediate standardization,0,Port Harcourt,Nigeria,04/05/2020 05:01,1
69.96,29,73413.87,214.06,Realigned tangible collaboration,1,Rotterdam,Netherlands,20/05/2020 12:17,0
87.35,36,58114.3,158.29,Cloned dedicated analyzer,1,Louisville,United States,26/01/2020 02:47,0
49.42,55,45465.25,128,Ameliorated well-modulated complexity,1,Zaoyang,China,07/07/2020 18:07,1
71.27,23,50147.72,216.03,Quality-focused bi-directional throughput,1,Shuizhai,China,11/01/2020 12:46,0
49.19,36,61004.51,123.08,Versatile solution-oriented secured line,0,Kota,India,12/05/2020 12:11,1
39.96,33,53898.89,138.52,Phased leadingedge budgetary management,1,Abu Dhabi,United Arab Emirates,28/02/2020 23:21,1
85.01,27,59797.64,192.5,Devolved exuding Local Area Network,0,Stockholm,Sweden,03/05/2020 16:02,0
68.95,49,74623.27,185.85,Front-line bandwidth-monitored capacity,1,Ottawa,Canada,15/03/2020 20:19,0
67.59,45,58677.69,113.69,User-centric solution-oriented emulation,0,Asmara,Eritrea,23/07/2020 05:21,1
75.71,34,62109.8,246.06,Phased hybrid intranet,0,Freetown,Sierra Leone,11/03/2020 10:01,0
43.07,34,60583.02,137.63,Monitored zero administration collaboration,1,Jerusalem,Israel,11/02/2020 20:45,1
39.47,45,65576.05,163.48,Team-oriented systematic installation,1,Panama City,Panama,06/07/2020 23:09,1
48.22,40,73882.91,214.33,Inverse national core,0,Lome,Togo,22/03/2020 19:14,0
76.76,24,50468.36,230.77,Secured uniform instruction set,1,Libreville,Gabon,26/05/2020 13:28,0
78.74,25,51409.45,234.75,Quality-focused zero tolerance matrices,0,Zagreb,Croatia,18/06/2020 19:10,0
67.47,22,60514.05,225.05,Multi-tiered heuristic strategy,1,Dushanbe,Tajikistan,20/03/2020 07:12,0
81.17,28,57195.96,231.91,Optimized static archive,1,Lilongwe,Malawi,03/06/2020 07:00,0
89.66,34,52802.58,171.23,Advanced didactic conglomeration,1,Cotonou,Benin,03/02/2020 15:15,0
79.6,28,56570.06,227.37,Synergistic discrete middleware,1,Vientiane,Laos,03/05/2020 16:55,0
65.53,20,51049.47,190.17,Pre-emptive client-server installation,1,Colombo,Sri Lanka,20/06/2020 02:25,0
61.87,34,66629.61,250.2,Multi-channeled attitude-oriented toolset,1,Kigali,Rwanda,10/07/2020 19:15,0
83.16,39,70185.06,194.95,Decentralized 24hour approach,0,Pretoria,South Africa,04/01/2020 04:00,0
44.11,43,43111.41,121.24,Organic next generation matrix,1,Bangui,Central African Republic,20/04/2020 16:49,1
56.57,24,56435.6,131.98,Multi-channeled non-volatile website,0,Winnipeg,Canada,23/01/2020 13:14,1
83.91,27,53223.58,222.87,Distributed bifurcated challenge,0,Quebec City,Canada,04/01/2020 22:27,0
79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,1,Riga,Latvia,08/04/2020 22:40,0
71.23,53,41521.28,122.59,Self-enabling zero administration neural-net,0,Oslo,Norway,05/01/2020 11:53,1
47.23,42,73538.09,210.87,Optimized upward-trending productivity,1,Chisinau,Moldova,17/03/2020 22:24,1
82.37,28,63664.32,207.44,Open-architected system-worthy ability,0,Athens,Greece,29/06/2020 04:23,0
43.63,38,61757.12,135.25,Quality-focused maximized extranet,1,Bujumbura,Burundi,25/05/2020 19:45,1
70.9,30,71727.51,190.95,Centralized client-driven workforce,0,Helsinki,Finland,17/06/2020 23:19,0
71.9,30,72203.96,193.29,De-engineered intangible flexibility,1,Skopje,Macedonia,24/04/2020 07:20,0
62.12,38,50671.6,105.86,Re-engineered intangible software,1,Kuwait City,Kuwait,18/03/2020 13:00,1
67.35,27,47510.42,118.69,Sharable secondary Graphical User Interface,0,Kingston,Jamaica,28/04/2020 21:58,1
57.99,51,62466.1,124.58,Innovative homogeneous alliance,0,Vilnius,Lithuania,12/02/2020 08:46,1
66.8,30,59683.16,248.51,Diverse leadingedge website,0,San Salvador,El Salvador,11/07/2020 13:23,1
49.13,33,41097.17,120.49,Optimized intermediate help-desk,0,Djibouti,Djibouti,29/01/2020 00:45,1
45.11,56,39799.73,195.69,Sharable reciprocal project,0,Lisbon,Portugal,05/01/2020 16:26,1
54.35,41,76984.21,164.02,Proactive interactive service-desk,0,Kitchener,Canada,20/06/2020 08:22,0
61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,1,Tallinn,Estonia,06/02/2020 17:48,1
