Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,Male,City,Country,Timestamp,Clicked on Ad
77.75,30,59047.91,240.64,Multi-lateral motivating circuit,1,Cape Town,South Africa,22/06/2020 17:19,0
70.61,26,72154.68,190.12,Assimilated encompassing portal,0,Bratislava,Slovakia,16/04/2020 05:24,0
82.72,32,65704.79,179.82,Cross-group global orchestration,0,Tirana,Albania,17/01/2020 05:07,0
76.87,34,72948.76,212.59,Down-sized bandwidth-monitored core,0,Canberra,Australia,08/07/2020 22:30,0
65.07,32,73941.91,227.53,Monitored explicit hierarchy,1,Wellington,New Zealand,11/03/2020 00:05,0
56.93,39,57887.64,111.8,Reactive demand-driven strategy,0,Beirut,Lebanon,10/06/2020 00:35,1
48.86,37,62463.7,128.37,Universal empowering adapter,1,Dodoma,Tanzania,04/01/2020 00:44,1
36.56,30,42838.29,195.89,Team-oriented bi-directional secured line,0,Halifax,Canada,01/01/2020 15:14,1
85.73,31,43778.88,147.75,Stand-alone radical throughput,1,Bissau,Guinea-Bissau,10/07/2020 17:24,1
75.81,39,71157.05,229.19,Inverse zero-defect capability,0,Juba,South Sudan,27/03/2020 19:50,0
72.94,31,74159.69,190.84,Multi-tiered real-time implementation,0,Port Moresby,Papua New Guinea,29/04/2020 13:38,0
53.63,53,50333.72,126.29,Front-line zero-defect array,1,Yamoussoukro,Côte D’Ivoire,08/01/2020 18:13,1
52.35,24,33293.78,147.61,Mandatory 4thgeneration structure,1,Victoria,Canada,05/06/2020 07:54,1
52.84,49,38641.2,121.57,Synergistic asynchronous superstructure,1,Maseru,Lesotho,29/06/2020 10:50,1
51.58,34,49822.78,115.91,Vision-oriented system-worthy forecast,0,Nicosia,Cyprus,24/04/2020 13:46,1
42.32,31,63891.29,187.09,Digitized radical architecture,1,Windhoek,Namibia,14/02/2020 04:14,1
55.04,42,43881.73,106.96,Quality-focused optimizing parallelism,1,Porto-Novo,Benin,15/06/2020 05:43,1
68.58,39,13996.5,171.54,Exclusive discrete firmware,1,Sucre,Bolivia,06/07/2020 12:04,1
85.54,26,48761.14,175.43,Right-sized solution-oriented benchmark,1,San Jose,Costa Rica,31/03/2020 13:54,0
71.14,30,69758.31,224.82,Assimilated stable encryption,0,Ljubljana,Slovenia,21/06/2020 00:52,0
64.38,21,52530.1,180.47,Configurable dynamic secured line,1,Sarajevo,Bosnia And Herzegovina,27/05/2020 05:23,0
88.85,39,58363.12,213.96,Cloned optimal leverage,0,Nassau,"Bahamas, The",17/01/2020 18:45,0
66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,1,Bloemfontein,South Africa,07/04/2020 20:34,1
32.6,46,48206.04,185.47,Multi-tiered interactive neural-net,0,Gaborone,Botswana,02/05/2020 18:37,1
43.88,54,31523.09,166.85,Enhanced methodical database,1,Paramaribo,Suriname,04/06/2020 17:24,1
56.46,28,66187.58,151.63,Ameliorated leadingedge help-desk,0,Dili,Timor-Leste,07/04/2020 18:52,1
72.18,28,69438.04,225.02,De-engineered attitude-oriented projection,0,Pristina,Kosovo,10/06/2020 22:21,0
52.67,43,14775.5,191.26,Persevering 5thgeneration knowledge user,0,Georgetown,Guyana,19/05/2020 06:37,1
80.55,37,68016.9,219.91,Extended grid-enabled hierarchy,0,Malabo,Equatorial Guinea,28/03/2020 23:01,0
67.85,42,78520.99,202.7,Reactive tangible contingency,1,Brussels,Belgium,21/01/2020 22:51,1
75.55,34,31998.72,123.71,Decentralized attitude-oriented interface,1,Male,Maldives,12/03/2020 06:05,1
80.46,28,56909.3,230.78,Mandatory coherent groupware,0,Podgorica,Montenegro,04/06/2020 09:13,0
82.69,31,61161.29,167.41,Fully-configurable eco-centric frame,1,Manama,Bahrain,24/05/2020 10:16,0
35.21,41,52340.1,154,Advanced disintermediate data-warehouse,1,Port Louis,Mauritius,25/03/2020 06:36,1
36.37,42,47338.94,144.53,Quality-focused zero-defect data-warehouse,1,New Delhi,India,22/04/2020 00:28,1
74.07,21,50950.24,165.43,Cross-group non-volatile secured line,1,Bern,Switzerland,22/03/2020 04:13,0
59.96,32,77143.61,197.66,Expanded modular application,0,Reykjavik,Iceland,14/01/2020 08:27,1
85.62,27,57032.36,195.68,Triple-buffered systematic info-mediaries,0,Praia,Cabo Verde,14/04/2020 21:37,0
40.88,34,48554.45,136.18,Networked non-volatile synergy,1,Luxembourg,Luxembourg,31/05/2020 17:50,1
36.98,30,39552.49,167.87,Fully-configurable clear-thinking throughput,1,Sri Jayewardenepura Kotte,Sri Lanka,17/03/2020 06:25,1
35.49,46,36884.23,170.04,Front-line actuating functionalities,0,Bridgetown,Barbados,13/04/2020 07:07,1
56.56,28,68783.45,204.47,Compatible composite project,1,Moroni,Comoros,03/02/2020 22:11,0
36.62,33,51119.93,162.44,Customer-focused solution-oriented software,1,Thimphu,Bhutan,02/02/2020 19:59,1
49.35,50,44304.13,119.86,Inverse stable synergy,0,Mbabane,Swaziland,07/04/2020 20:38,1
75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,1,Honiara,Solomon Islands,15/03/2020 19:35,0
79.22,28,63429.18,198.79,Intuitive modular system engine,1,Suva,Fiji,11/03/2020 12:39,0
77.05,33,65756.36,236.08,Centralized value-added hierarchy,0,Castries,Saint Lucia,17/05/2020 18:06,0
66.83,47,77871.75,196.17,Assimilated hybrid initiative,1,Sao Tome,Sao Tome And Principe,28/02/2020 23:10,0
76.2,22,47258.59,228.81,Optimized coherent Internet solution,1,Port-Vila,Vanuatu,02/03/2020 06:35,0
56.64,27,55984.89,123.24,Versatile 6thgeneration parallelism,1,Bandar Seri Begawan,Brunei,27/02/2020 08:52,1
53.33,34,44275.13,111.63,Configurable impactful productivity,1,Monaco,Monaco,14/03/2020 04:34,1
50.63,52,25767.16,142.23,Operative full-range forecast,0,Gitega,Burundi,10/03/2020 15:07,1
41.84,49,37605.11,139.32,Operative secondary functionalities,0,Port of Spain,Trinidad And Tobago,01/05/2020 08:27,1
53.92,43,25739.09,125.46,Business-focused transitional solution,1,Apia,Samoa,12/06/2020 11:17,1
83.89,29,60188.38,180.88,Ameliorated intermediate Graphical User Interface,1,Vaduz,Liechtenstein,28/05/2020 12:20,0
55.32,44,67682.32,127.65,Managed 24hour analyzer,0,Banjul,"Gambia, The",18/03/2020 09:08,1
53.22,43,44307.18,108.85,Horizontal client-server database,0,Tarawa,Kiribati,26/05/2020 06:03,1
43.16,34,25371.52,156.11,Implemented didactic support,1,Victoria,Seychelles,06/07/2020 03:40,1
67.51,42,23942.61,127.2,Digitized homogeneous core,0,Majuro,Marshall Islands,29/04/2020 14:10,1
43.16,28,50666.5,143.04,Robust holistic application,1,Kingstown,Saint Vincent And The Grenadines,05/03/2020 20:53,1
79.89,30,50356.06,241.38,Synergized uniform hierarchy,1,Nuku`alofa,Tonga,30/05/2020 08:35,0
84.25,31,63936.5,170.9,Pre-emptive client-driven secured line,1,Saint John's,Antigua And Barbuda,10/04/2020 06:32,0
74.18,27,69874.18,203.87,Front-line even-keeled website,0,Andorra la Vella,Andorra,20/01/2020 02:31,0
85.78,32,50038.65,232.78,Persistent fault-tolerant service-desk,0,Belmopan,Belize,20/07/2020 21:53,0
80.96,38,67866.95,225,Integrated leadingedge frame,1,Roseau,Dominica,17/01/2020 04:12,0
36.91,50,54645.2,159.69,Ameliorated coherent open architecture,0,Basseterre,Saint Kitts And Nevis,24/02/2020 07:13,1
54.47,22,46780.09,141.52,Vision-oriented bifurcated contingency,0,Pago Pago,American Samoa,26/03/2020 19:37,1
81.98,32,67432.49,212.88,Up-sized maximized model,0,Valletta,Malta,04/06/2020 09:25,0
79.6,40,73392.28,194.23,Organized global flexibility,0,Palikir,"Micronesia, Federated States Of",22/04/2020 07:48,0
57.51,37,47682.28,105.71,Re-engineered zero-defect open architecture,0,Funafuti,Tuvalu,31/03/2020 08:53,1
82.3,33,56735.83,232.21,Balanced executive definition,0,Lobamba,Swaziland,16/04/2020 08:36,0
73.21,28,51013.37,252.6,Networked logistical info-mediaries,1,Saint George's,Grenada,12/05/2020 20:57,1
79.09,30,69481.85,209.72,Optimized multimedia website,1,San Marino,San Marino,07/05/2020 21:32,0
68.47,27,67033.34,226.64,Focused coherent success,0,Al Quds,West Bank,25/06/2020 00:33,0
83.69,35,68717,192.57,Robust context-sensitive neural-net,0,Capitol Hill,Northern Mariana Islands,23/03/2020 05:27,0
83.48,30,59340.99,222.72,Intuitive zero administration adapter,1,Hagta,Guam,04/03/2020 13:47,0
43.49,46,47968.32,124.67,Synchronized full-range portal,0,Ngerulmud,Palau,14/06/2020 12:08,1
66.69,35,48758.92,108.27,Integrated encompassing support,0,Bareilly,India,11/05/2020 19:13,1
48.46,48,61230.03,132.38,Devolved human-resource circuit,1,Quang Ha,Vietnam,21/01/2020 23:33,1
42.51,30,54755.71,144.77,Grass-roots transitional flexibility,1,Kitaku,Japan,15/01/2020 19:45,1
42.83,34,54324.73,132.38,Vision-oriented methodical support,1,Jodhpur,India,23/04/2020 09:42,1
41.46,41,52177.4,128.98,Integrated impactful groupware,1,Xingcheng,China,23/05/2020 08:06,1
45.99,34,51163.14,124.61,Face-to-face methodical intranet,1,Dongtai,China,27/02/2020 15:04,1
68.72,29,66861.67,225.97,Fundamental tangible moratorium,0,Joinvile,Brazil,23/02/2020 17:37,0
63.11,32,63107.88,254.94,Balanced mobile Local Area Network,1,Yingcheng,China,17/03/2020 22:59,0
49.21,47,49206.4,115.6,Realigned 24/7 core,0,Dnipro,Ukraine,28/02/2020 03:34,1
55.77,49,55942.04,117.33,Fully-configurable high-level groupware,1,Glasgow,United Kingdom,15/03/2020 14:33,1
44.13,38,33601.84,128.48,Ameliorated discrete extranet,1,Chiba,Japan,03/03/2020 20:20,1
57.82,46,48867.36,107.56,Centralized asynchronous portal,1,Danyang,China,06/04/2020 14:16,1
72.46,42,56683.32,113.53,Enhanced tertiary utilization,0,Natal,Brazil,01/05/2020 09:23,1
61.88,45,38260.89,108.18,Balanced disintermediate conglomeration,0,Naples,Italy,30/05/2020 08:02,1
78.24,25,54106.21,199.29,Sharable value-added solution,0,Zhaodong,China,04/04/2020 11:39,0
74.61,40,71055.22,231.28,Networked impactful framework,1,Xibeijie,China,06/04/2020 23:10,0
89.18,36,46403.18,224.01,Public-key impactful neural-net,1,Kirkuk,Iraq,26/04/2020 21:45,0
44.16,41,61690.93,133.42,Innovative interactive portal,1,Huilong,China,25/05/2020 00:34,1
55.74,38,26130.93,124.34,Networked asymmetric infrastructure,1,Tongjin,"Korea, South",11/02/2020 16:45,1
88.82,38,58638.75,169.1,Assimilated discrete strategy,0,Oklahoma City,United States,30/01/2020 00:05,0
70.39,31,47357.39,261.52,Phased 5thgeneration open system,1,Toulouse,France,12/07/2020 10:56,0
59.05,53,50086.17,118.45,Upgradable logistical flexibility,1,Denizli,Turkey,23/04/2020 03:46,1
78.58,34,51772.58,250.11,Centralized user-facing service-desk,1,Dispur,India,16/04/2020 10:36,0
35.11,33,47638.3,158.03,Extended analyzing emulation,1,Coimbatore,India,11/03/2020 13:07,1
60.39,45,38987.42,108.25,Front-line methodical utilization,1,Luocheng,China,02/03/2020 15:39,1
81.56,27,51363.16,213.7,Open-source scalable protocol,1,Guwahati,India,13/07/2020 21:31,0
75.03,36,35764.49,255.57,Networked local secured line,0,Shima,China,29/05/2020 18:12,1
50.87,25,62939.5,190.41,Programmable empowering orchestration,0,Songnam,"Korea, South",10/05/2020 17:13,1
82.8,30,58776.67,223.2,Enhanced systemic benchmark,1,Solapur,India,07/05/2020 08:39,0
78.51,24,59106.12,205.71,Focused web-enabled Graphical User Interface,1,Tangier,Morocco,17/01/2020 13:27,0
37.65,50,50457.01,161.29,Automated stable help-desk,1,Anqiu,China,09/03/2020 06:22,1
83.17,43,54251.78,244.4,Managed national hardware,1,Feicheng,China,05/04/2020 18:02,0
91.37,43,51920.49,182.65,Re-engineered composite moratorium,1,Taishan,China,01/04/2020 07:37,1
68.25,28,70324.8,220.08,Phased fault-tolerant definition,0,Meishan,China,15/02/2020 16:18,0
81.32,24,52416.18,165.65,Pre-emptive next generation Internet solution,0,Kisangani,Congo (Kinshasa),08/03/2020 05:12,0
76.64,41,66217.31,241.5,Reverse-engineered web-enabled support,1,Khartoum North,Sudan,09/02/2020 23:38,0
74.06,49,60938.73,246.29,Horizontal intermediate monitoring,1,Aguascalientes,Mexico,17/06/2020 09:38,0
39.53,35,40243.82,142.21,Intuitive transitional artificial intelligence,1,Marrakech,Morocco,01/06/2020 12:27,1
86.58,34,60151.77,195.93,Business-focused asynchronous budgetary management,1,Nada,China,26/02/2020 23:44,0
90.75,42,45945.88,216.5,Decentralized methodical capability,0,Donetsk,Ukraine,11/03/2020 09:58,0
67.71,23,63430.33,225.76,Synergized intangible open system,1,Taihecun,China,28/04/2020 02:55,0
82.41,37,65882.81,222.08,Stand-alone logistical service-desk,0,Wuchuan,China,12/04/2020 04:22,0
45.82,29,64410.8,171.24,Expanded full-range synergy,1,Trujillo,Peru,10/02/2020 20:43,1
76.79,29,55677.12,235.94,Open-architected intangible strategy,0,Cebu City,Philippines,01/05/2020 23:21,0
70.05,32,75560.65,203.44,Diverse directional hardware,0,Taihe,China,24/03/2020 17:48,0
72.19,34,61067.58,250.32,Balanced discrete approach,1,Olinda,Brazil,22/04/2020 19:45,0
77.35,34,72330.57,167.26,Total bi-directional success,0,Bridgeport,United States,09/03/2020 12:10,0
40.34,31,32549.95,173.75,Object-based motivating instruction set,0,Trichinopoly,India,30/03/2020 05:29,1
67.39,44,51257.26,107.19,Realigned intermediate application,0,Xin'an,China,24/01/2020 13:41,1
68.68,36,77220.42,187.03,Sharable encompassing database,1,Padang,Indonesia,15/07/2020 09:42,0
81.75,43,52520.75,249.45,Progressive 24/7 definition,0,Qingzhou,China,07/06/2020 05:41,0
66.03,23,59422.47,217.37,Pre-emptive next generation strategy,0,Buffalo,United States,31/05/2020 23:32,0
47.74,32,22456.04,154.93,Open-source 5thgeneration leverage,1,Xinyi,China,14/05/2020 14:49,1
79.18,31,58443.99,236.96,Open-source holistic productivity,0,Lichuan,China,10/01/2020 20:18,0
86.81,31,50820.74,199.62,Multi-channeled scalable moratorium,1,Daye,China,21/02/2020 16:57,0
41.53,41,67575.12,158.81,Optional tangible productivity,0,Fort Worth,United States,23/05/2020 00:32,1
70.92,39,66522.79,249.81,Up-sized intangible circuit,1,Zhuanghe,China,21/07/2020 20:30,0
46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,0,Hartford,United States,15/05/2020 18:44,1
44.4,54,43073.78,140.95,Phased zero-defect portal,1,Ad Dammam,Saudi Arabia,30/06/2020 00:43,1
52.17,44,57594.7,115.37,Optional modular throughput,1,Bucheon,"Korea, South",24/02/2020 06:17,1
81.45,32,66027.31,205.84,Triple-buffered human-resource complexity,1,Lhasa,China,30/05/2020 21:22,0
54.08,34,53012.94,111.02,Innovative cohesive pricing structure,1,Homs,Syria,02/06/2020 04:14,1
76.65,31,61117.5,238.43,Function-based executive moderator,0,Jiaozhou,China,18/04/2020 07:00,0
54.39,19,52563.22,171.9,Digitized content-based circuit,1,Merida,Mexico,29/02/2020 18:06,1
37.74,40,65773.49,190.95,Balanced uniform algorithm,0,Dengtalu,China,27/05/2020 12:45,1
69.86,23,50506.44,241.36,Triple-buffered foreground encryption,0,Zaria,Nigeria,12/01/2020 21:17,0
85.37,35,66262.59,194.56,Front-line system-worthy flexibility,1,Hubli,India,27/01/2020 17:08,0
80.99,25,35521.88,207.53,Centralized clear-thinking Graphic Interface,1,Abeokuta,Nigeria,10/06/2020 03:56,0
78.84,33,62430.55,235.29,Optimized 5thgeneration moratorium,1,Tucson,United States,09/04/2020 09:26,0
77.36,39,49597.08,115.79,Fully-configurable asynchronous firmware,0,Krasnodar,Russia,26/02/2020 06:00,1
55.46,36,42078.89,108.1,Exclusive systematic algorithm,0,Natal,Brazil,21/02/2020 23:07,1
35.66,46,46197.59,151.72,Exclusive cohesive intranet,0,Novo Hamburgo,Brazil,29/04/2020 14:08,1
50.78,50,49957,122.04,Vision-oriented asynchronous Internet solution,0,Chihuahua,Mexico,11/02/2020 17:02,1
40.47,39,24078.93,203.9,Sharable 5thgeneration access,0,Klang,Malaysia,22/07/2020 07:44,1
45.62,43,53647.81,121.28,Monitored homogeneous artificial intelligence,0,Turin,Italy,26/06/2020 02:34,1
84.76,31,61039.13,178.69,Monitored 24/7 moratorium,0,Jos,Nigeria,14/05/2020 23:08,0
80.64,28,46974.15,221.59,Vision-oriented real-time framework,0,Laiyang,China,24/05/2020 10:04,0
75.94,26,53042.51,236.96,Future-proofed stable function,1,Jalandhar,India,16/02/2020 12:05,0
37.01,48,48826.14,216.01,Secured encompassing Graphical User Interface,0,Campo Grande,Brazil,20/03/2020 02:44,1
87.18,33,58287.86,193.6,Right-sized logistical middleware,0,Sale,Morocco,31/01/2020 05:12,0
56.91,52,21773.22,146.44,Team-oriented executive core,0,Barinas,Venezuela,01/04/2020 05:17,1
75.24,25,52252.91,226.49,Vision-oriented next generation solution,0,Marseille,France,25/02/2020 16:33,0
42.84,52,27073.27,182.2,Enhanced optimizing website,1,Kaifeng Chengguanzhen,China,21/03/2020 11:02,1
67.56,47,50628.31,109.98,Reduced background data-warehouse,0,Eskisehir,Turkey,12/02/2020 05:20,1
34.96,40,36913.51,160.49,Right-sized mobile initiative,1,Gaomi,China,01/06/2020 16:10,1
87.46,37,61009.1,211.56,Synergized grid-enabled framework,1,Ipoh,Malaysia,16/06/2020 03:17,0
41.86,39,53041.77,128.62,Open-source stable paradigm,1,Hai'an,China,26/03/2020 15:28,1
34.04,33,40182.84,174.88,Reverse-engineered context-sensitive emulation,1,Liverpool,United Kingdom,16/02/2020 07:37,1
54.96,40,59419.78,113.75,Public-key disintermediate emulation,1,Zamboanga City,Philippines,28/02/2020 09:31,1
87.14,32,58235.21,199.4,Up-sized bifurcated capability,1,Oran,Algeria,18/05/2020 01:00,0
78.79,34,68324.48,215.29,Stand-alone background open system,1,Southampton,United Kingdom,21/02/2020 13:11,0
65.56,23,69646.35,181.25,Stand-alone explicit orchestration,1,Weichanglu,China,05/01/2020 12:59,0
81.05,35,54045.39,245.5,Configurable asynchronous application,0,Pekanbaru,Indonesia,18/05/2020 00:07,0
55.71,38,57806.03,112.52,Upgradable 4thgeneration portal,1,Portsmouth,United Kingdom,06/03/2020 23:26,1
45.48,49,53336.76,129.16,Networked client-server solution,1,Leping,China,19/05/2020 04:23,1
47,55,50491.45,149.53,Public-key bi-directional Graphical User Interface,0,Erbil,Iraq,29/04/2020 20:40,1
59.64,50,71455.62,153.12,Re-contextualized human-resource success,1,Kermanshah,Iran,03/05/2020 01:09,1
35.98,44,43241.88,150.79,Front-line fresh-thinking installation,0,Hailun,China,27/06/2020 21:51,1
72.55,22,58953.01,202.34,Balanced empowering success,0,Yangchun,China,08/02/2020 07:33,0
91.15,38,36834.04,184.98,Robust uniform framework,0,Macheng,China,22/02/2020 07:04,0
80.53,31,66345.1,187.64,Sharable upward-trending support,0,Ilorin,Nigeria,21/03/2020 08:13,0
82.49,47,38645.4,130.84,Assimilated multi-state paradigm,0,Teresina,Brazil,31/05/2020 00:58,1
80.94,36,60803,239.94,Self-enabling local strategy,0,Omaha,United States,01/01/2020 05:31,0
61.76,34,33553.9,114.69,Open-source local approach,0,Yuci,China,27/05/2020 08:53,1
63.3,37,63071.34,116.19,Polarized intangible encoding,0,Saratov,Russia,09/05/2020 07:13,1
36.73,33,46737.34,149.79,Multi-lateral attitude-oriented adapter,1,Iguacu,Brazil,27/06/2020 01:56,1
78.41,35,55368.67,248.23,Multi-lateral 24/7 Internet solution,1,El Paso,United States,03/06/2020 04:51,0
83.98,37,68305.91,194.62,Profit-focused secondary portal,0,Denpasar,Indonesia,24/02/2020 00:44,0
63.18,46,39211.49,107.92,Reactive upward-trending migration,0,Dehui,China,05/03/2020 12:03,1
50.6,48,65956.71,135.67,Customer-focused fault-tolerant implementation,0,Naucalpan de Juarez,Mexico,15/01/2020 22:49,1
32.6,37,40159.2,190.05,Customizable homogeneous contingency,0,Bhubaneshwar,India,12/02/2020 03:39,1
60.83,17,40478.83,185.46,Versatile next generation pricing structure,1,Tongchuan,China,19/02/2020 20:49,0
44.72,46,40468.53,123.86,Cross-group systemic customer loyalty,1,Cheongju,"Korea, South",12/03/2020 02:48,1
78.76,51,66980.27,162.05,Face-to-face modular budgetary management,0,Warri,Nigeria,23/07/2020 04:04,1
79.51,38,34942.26,125.11,Proactive non-volatile encryption,1,Pointe-Noire,Congo (Brazzaville),06/03/2020 09:33,1
39.3,33,48335.2,145.73,Decentralized bottom-line help-desk,0,Rongjiawan,China,24/02/2020 04:11,1
64.79,30,42251.59,116.07,Visionary mission-critical application,0,San Luis Potosi,Mexico,17/02/2020 20:22,1
89.8,37,57330.43,198.24,User-centric attitude-oriented adapter,0,Butterworth,Malaysia,02/02/2020 04:57,0
72.82,36,75769.82,191.82,User-centric discrete success,1,Bhayandar,India,27/01/2020 16:06,0
38.65,30,51812.71,154.77,Total even-keeled architecture,1,Renqiu,China,24/05/2020 09:50,1
59.01,29,75265.96,178.75,Focused multimedia implementation,1,Toluca,Mexico,08/02/2020 22:45,1
78.96,49,69868.48,193.15,Stand-alone well-modulated product,0,Honolulu,United States,12/02/2020 01:55,1
63.99,44,72802.42,138.46,Ameliorated bandwidth-monitored contingency,0,Queretaro,Mexico,11/01/2020 08:18,1
41.35,29,39193.45,162.46,Streamlined homogeneous analyzer,1,Xindi,China,03/03/2020 03:51,1
62.79,36,18368.57,231.87,Total coherent archive,1,Wu'an,China,30/05/2020 20:08,1
45.53,29,56129.89,141.58,Front-line neutral alliance,0,Sao Bernardo do Campo,Brazil,22/04/2020 22:01,1
51.65,33,58996.56,249.99,Virtual context-sensitive support,0,Hermosillo,Mexico,25/05/2020 10:39,0
54.55,44,41547.62,109.04,Re-engineered optimal policy,0,Wutong,China,04/02/2020 03:10,1
35.66,37,59240.24,172.57,Implemented uniform synergy,0,Taguig City,Philippines,21/02/2020 20:09,1
69.95,27,56725.47,247.01,Horizontal even-keeled challenge,0,Saltillo,Mexico,28/04/2020 01:24,0
79.83,31,55764.43,234.23,Innovative regional groupware,1,Gaoyou,China,18/05/2020 19:33,0
85.35,38,64235.51,161.42,Exclusive multi-state Internet solution,1,Hejian,China,17/02/2020 11:15,0
56.78,26,39939.39,124.32,Mandatory empowering focus group,0,Yiyang,China,19/06/2020 23:04,1
78.67,27,63319.99,195.56,Proactive 5thgeneration frame,0,Puxi,China,20/02/2020 09:54,0
70.09,20,54725.87,211.17,Automated full-range Internet solution,0,Zijinglu,China,22/01/2020 12:58,0
60.75,40,69775.75,247.05,Fully-configurable systemic productivity,1,Xiashi,China,19/02/2020 13:26,0
65.07,26,57545.56,233.85,Multi-lateral multi-state encryption,0,Trabzon,Turkey,03/01/2020 07:13,0
35.25,51,47051.02,194.44,Intuitive global website,0,Joao Pessoa,Brazil,03/01/2020 04:39,1
37.58,54,51600.47,176.7,Exclusive disintermediate Internet solution,1,Dongyang,China,13/04/2020 13:04,1
68.01,26,68357.96,188.32,Ameliorated actuating workforce,1,McAllen,United States,01/01/2020 03:35,0
45.08,40,35349.26,125.27,Synergized clear-thinking protocol,0,Valencia,Spain,27/03/2020 08:32,1
63.04,26,69784.85,159.05,Triple-buffered multi-state complexity,0,Qingping,China,10/07/2020 16:25,1
40.18,30,50760.23,151.96,Enhanced intangible portal,0,Niigata,Japan,25/06/2020 04:21,1
45.17,49,34418.09,132.07,Down-sized background groupware,1,Hamamatsu,Japan,27/01/2020 14:41,1
50.48,52,20592.99,162.43,Switchable real-time product,0,Morelia,Mexico,16/05/2020 18:51,1
80.87,30,63528.8,203.3,Ameliorated local workforce,0,Pasig City,Philippines,27/02/2020 20:20,0
41.88,40,44217.68,126.11,Streamlined exuding adapter,1,Moradabad,India,28/02/2020 23:54,1
39.87,46,47929.83,139.34,Business-focused user-facing benchmark,1,Culiacan,Mexico,13/06/2020 06:11,1
61.84,44,46024.29,105.63,Reactive bi-directional standardization,1,Xiangxiang,China,05/05/2020 11:07,1
54.97,31,51900.03,116.38,Virtual bifurcated portal,1,Malang,Indonesia,07/07/2020 12:17,1
71.4,30,72188.9,166.31,Integrated 3rdgeneration monitoring,0,Xingyi,China,24/05/2020 17:07,0
70.29,33,56974.51,254.65,Balanced responsive open system,1,Chaohucun,China,30/03/2020 14:36,0
67.26,58,25682.65,168.41,Focused incremental Graphic Interface,1,Fuyang,China,27/05/2020 05:54,1
76.58,45,41884.64,258.26,Secured 24hour policy,0,Antipolo,Philippines,03/01/2020 16:30,0
54.37,39,72196.29,140.77,Up-sized asymmetric firmware,0,Nottingham,United Kingdom,25/06/2020 18:17,1
82.79,32,54429.17,234.81,Distributed fault-tolerant service-desk,1,Cencheng,China,24/02/2020 10:36,0
66.47,29,58037.66,256.39,Vision-oriented human-resource synergy,1,Krakow,Poland,03/03/2020 03:13,0
72.88,42,64011.26,125.12,Customer-focused explicit challenge,0,Hempstead,United States,21/04/2020 19:56,1
76.44,26,59967.19,232.68,Synchronized human-resource moderator,1,Erzurum,Turkey,06/04/2020 17:26,0
63.37,41,43155.19,105.04,Open-architected full-range projection,1,Al `Ayn,United Arab Emirates,23/03/2020 12:53,1
89.71,47,51501.38,204.4,Versatile local forecast,1,Songzi,China,17/02/2020 07:00,0
70.96,32,55187.85,256.4,Ameliorated user-facing help-desk,0,Laixi,China,26/06/2020 07:01,0
35.79,44,33813.08,165.62,Enterprise-wide tangible model,1,Zhongba,China,20/04/2020 13:36,1
38.96,39,36497.22,140.67,Versatile mission-critical application,1,Qingnian,China,21/07/2020 16:02,1
69.17,41,66193.81,123.62,Extended leadingedge solution,0,Albuquerque,United States,06/03/2020 11:36,1
64.2,29,66200.96,227.63,Phased zero tolerance extranet,1,Kaduna,Nigeria,11/02/2020 23:45,0
43.7,30,63126.96,173.01,Front-line bifurcated ability,0,Tlalnepantla,Mexico,04/04/2020 03:57,1
72.97,32,71384.57,208.58,Fundamental modular algorithm,1,Xinhualu,China,11/02/2020 21:49,1
51.3,46,67782.17,134.42,Grass-roots cohesive monitoring,1,Guangshui,China,22/04/2020 02:07,1
51.63,51,42415.72,120.37,Expanded intangible solution,1,Frankfurt,Germany,01/02/2020 17:24,1
55.55,21,41920.79,187.95,Proactive bandwidth-monitored policy,0,Changhua,Taiwan,24/03/2020 02:35,0
45.01,25,29875.8,178.35,Virtual 5thgeneration emulation,0,Samarinda,Indonesia,03/06/2020 21:43,1
